id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres
13160,1992,Roja,137,8.2,Mani Ratnam,Mani Ratnam,Madras Talkies-Hansa Pictures (P) Ltd.-Kavithalayaa Productions,Action-Drama-Romance-Thriller
13161,2003,American Folk Blues Festival: 1962-1966,,,,,,
13162,1969,The Doors: Soundstage Performances,,,,,,
13163,2003,NHL: Ultimate Gretzky,120,8.2,,,Aquila Productions-Insight Sports Ltd.-NHL Productions-Warner Home Video,Documentary-Biography-Sport
13164,2001,Pokemon: Mewtwo Returns,,,,,,
13165,1987,I Was a Teenage Zombie,90,4.5,John Elias Michalakis,James Aviles Martin-Steve McKoy-George Seminara,Periclean,Comedy-Horror
13166,1971,They Call Me Trinity,,,,,,
13167,1990,Inspector Morse 14: Driven to Distraction,,,,,,
13168,1972,Beware! The Blob,91,4.1,Larry Hagman,Jack Woods-Anthony Harris-Richard Clair,Jack H. Harris Enterprises,Comedy-Horror-Sci-Fi
13169,1932,The Old Dark House,72,7.2,James Whale,J.B. Priestley-Benn W. Levy-R.C. Sherriff,Universal Pictures,Comedy-Horror-Thriller
13170,1986,Dragon Ball: King Piccolo Saga: Part 2,,,,,,
13171,2000,Solomon and Gaenor,,,,,,
13172,1999,Gen-X Cops,114,6.0,Benny Chan,Benny Chan-Koan Hui-Yee-Wah Lee,Media Asia Films,Action-Comedy-Crime-Thriller
13173,1989,The Toxic Avenger,102,5.1,Michael Herz-Lloyd Kaufman,Lloyd Kaufman-Gay Partington Terry-Lloyd Kaufman,Lorimar Film Entertainment-Troma Entertainment,Action-Comedy-Horror-Sci-Fi
13174,1999,I'll Take You There,93,6.5,Adrienne Shelly,Adrienne Shelly,Hollywood Partners-Stark Productions,Comedy-Drama-Romance
13175,1992,Rapid Fire,95,6.3,Dwight H. Little,Cindy Cirile-Alan B. McElroy-Alan B. McElroy,Twentieth Century Fox,Action-Crime-Drama-Thriller
13176,2002,Respiro,95,7.0,Emanuele Crialese,Emanuele Crialese,Fandango-Les Films des Tournelles-Roissy Films-Medusa Film-Fonds Eurimages du Conseil de l'Europe-Tele+-TPS Cinéma,Drama
13177,2002,CSI: Miami: Season 1,,,,,,
13178,1995,Ulysses' Gaze,176,7.6,Theodoros Angelopoulos,Theodoros Angelopoulos-Tonino Guerra-Petros Markaris,Greek Film Center-Mega Channel-Paradis Films-La Générale d'Images-La Sept Cinéma-Canal+-Basic Cinematografica-Istituto Luce-RAI Radiotelevisione Italiana-Tele München Fernseh Produktionsgesellschaft (TMG)-Concorde Filmverleih-Channel 4 Television Corporation-Centre National de la Cinématographie (CNC)-Bandur Film-Bunker Film Plus-Igman Productions-Studioul Cinematografic Bucuresti,Drama-War
13179,2002,Monday Night Mayhem,98,6.7,Ernest R. Dickerson,Bill Carter-Marc Gunther-Bill Carter,Blondie Productions-TNT-Thinkfactory Media,Drama-Sport
13180,1998,Class Trip,96,7.0,Claude Miller,Claude Miller-Emmanuel Carrère-Emmanuel Carrère,Les Films de la Boissière-PECF-France 3 Cinéma-Rhône-Alpes Cinéma-Canal+-Centre National de la Cinématographie (CNC),Drama-Mystery
13181,2002,Murder in Greenwich,89,6.3,Tom McLoughlin,Mark Fuhrman-Dave Erickson,Columbia TriStar Domestic Television-Bernard Sofronski Productions-Carlton America-Sony Pictures Television-Studios USA Television-USA Films-USA Pictures,Crime-Mystery-Drama-Thriller
13182,1978,Return from Witch Mountain,95,5.9,John Hough,Malcolm Marmorstein-Alexander Key,Walt Disney Productions,Family-Adventure-Sci-Fi-Fantasy
13183,1974,Story of Jacob and Joseph,120,7.1,Michael Cacoyannis,Ernest Kinoy,Milberg Theatrical Productions-Screen Gems,Drama-History
13184,1988,High Spirits,99,5.7,Neil Jordan,Neil Jordan,Vision PDG-Palace Pictures,Comedy-Fantasy
13185,2001,Basic Yoga Workout for Dummies,,,,,,
13186,1995,Neon Genesis Evangelion: Death and Rebirth,,,,,,
13187,1949,Take Me Out to the Ball Game,93,6.8,Busby Berkeley,Harry Tugend-George Wells-Gene Kelly,Metro-Goldwyn-Mayer,Comedy-Musical-Romance-Sport
13188,1977,Are You Being Served?: The Movie,95,6.5,Bob Kellett,David Croft-Jeremy Lloyd,Anglo-EMI Productions Ltd.,Action-Adventure-Comedy
13189,2002,Cypher,95,6.8,Vincenzo Natali,Brian King,Pandora Cinema-Miramax-Gaylord Films-Headspace,Mystery-Sci-Fi-Thriller
13190,1999,To the Moon: Nova,,9.2,Kirk Wolfinger,Rushmore DeNooyer,Lone Wolf Documentary Group,Documentary
13191,2004,Lucky 13,23,5.4,,,,Animation-Drama-Family
13192,2001,Moulin Rouge: Bonus Material,,,,,,
13193,2003,Pauly Shore is Dead,82,4.5,Pauly Shore,Kirk Fox-Pauly Shore,Landing Patch Productions,Comedy
13194,1976,The Tenant,126,7.7,Roman Polanski,Roland Topor-Gérard Brach-Roman Polanski,Marianne Productions,Drama-Thriller
13195,1997,Austin Powers: International Man of Mystery,94,7.0,Jay Roach,Mike Myers,Capella International-Eric's Boy-Juno Pix-KC Medien-Moving Pictures-New Line Cinema,Adventure-Comedy
13196,1997,Going All the Way,103,5.7,Mark Pellington,Dan Wakefield-Dan Wakefield,Lakeshore Entertainment-Polygram Filmed Entertainment,Comedy-Drama
13197,2004,Veer-Zaara,192,7.9,Yash Chopra,Aditya Chopra-Aditya Chopra-Aditya Chopra,Yash Raj Films,Drama-Family-Musical-Romance
13198,1995,Ren & Stimpy: Season 5 and Some More of 4,,,,,,
13199,2001,Don't Try This at Home: The Steve-O Video,54,6.4,,,,Short-Comedy
13200,1995,Night Hunter,,,,,,
13201,1993,Deadful Melody,,,,,,
13202,1960,The 1,,,,,,
13203,2003,And Starring Pancho Villa as Himself,112,6.6,Bruce Beresford,Larry Gelbart,City Entertainment-Green Moon Productions-HBO Films-The Mark Gordon Company,Biography-Drama-History-War-Western
13204,1998,James Taylor: Pull Over,,,,,,
13205,2004,Rescue Me: Season 1,,,,,,
13206,1995,Sharpe 6: Sharpe's Gold,101,7.5,Tom Clegg,Nigel Kneale-Bernard Cornwell,Carlton Films-Celtic Films Entertainment-Central-East-West Creative Association-Ecou Films-Picture Palace,Action-Adventure-History-War
13207,1993,The Joy Luck Club,139,7.6,Wayne Wang,Amy Tan-Amy Tan-Ronald Bass,Hollywood Pictures,Drama
13208,1994,High Crusade,100,5.0,Klaus Knoesel-Holger Neuhäuser,Poul Anderson-Robert G. Brown-Jürgen Egger,Carolco Pictures-Centropolis Film Productions,Adventure-Comedy-Sci-Fi
13209,1972,Brother Sun,122,7.2,Franco Zeffirelli,Suso Cecchi D'Amico-Charles Dyer-Kenneth Ross,Euro International Film-Vic Films Productions,Biography-Drama-History-War
13210,1992,Men Behaving Badly: Series 2,,,,,,
13211,1999,Idle Hands,92,6.2,Rodman Flender,Terri Hughes Burton-Ron Milbauer,Columbia Pictures-Licht/Mueller Film Corporation-Team Todd-TriStar Pictures,Comedy-Fantasy-Horror-Thriller
13212,1984,The Company of Wolves,95,6.7,Neil Jordan,Angela Carter-Neil Jordan-Angela Carter,Incorporated Television Company-Palace Pictures,Drama-Fantasy-Horror
13213,1954,Casanova's Big Night,86,6.9,Norman Z. McLeod,Hal Kanter-Edmund L. Hartmann-Aubrey Wisberg,Paramount Pictures,Adventure-Comedy
13214,1999,Shiri,125,6.7,Je-kyu Kang,Je-kyu Kang,CJ Entertainment-CJ E&M Film Financing & Investment Entertainment & Comics-Frontier Works Comic-Kang Je-Kyu Film Co. Ltd.-Samsung Entertainment,Action-Thriller
13215,1980,Galaxina,95,3.5,William Sachs,William Sachs,Marimark Productions,Comedy-Sci-Fi
13216,1996,The Juror,118,5.6,Brian Gibson,George Dawes Green-Ted Tally,Columbia Pictures,Drama-Thriller
13217,1983,Mr. Mom,91,6.5,Stan Dragoti,John Hughes,Aaron Spelling Productions-Sherwood Productions,Comedy-Drama
13218,2003,The Complete Holy Bible: King James Version,,,,,,
13219,1996,Jane Eyre,112,6.8,Franco Zeffirelli,Charlotte Brontë-Hugh Whitemore-Franco Zeffirelli,Cineritino S.r.L.-Flach Film-Mediaset-Miramax-RCS Editori S.p.A.-Rochester,Drama-Romance
13220,2000,Once in the Life,107,5.3,Laurence Fishburne,Laurence Fishburne-Laurence Fishburne,Cinema Gypsy Productions-Shooting Gallery,Crime-Drama
13221,1999,Rowdy Girls,,,,,,
13222,2005,Ghost Watcher 2,90,5.2,David A. Cross,David A. Cross,,Drama-Horror
13223,1997,Heaven's Burning,96,5.7,Craig Lahiff,Louis Nowra,Duo Art Productions,Action-Crime-Drama-Romance-Thriller
13224,2002,Beauty and the Breast,97,5.2,Wai Man Yip,Jing Wong,Media Asia Films-Mega Star Production Ltd.-Bad Boy Culture Ltd.,Comedy
13225,1997,Under Pressure,88,5.4,Craig R. Baxley,Betsy Giffen Nowrasteh,Largo Entertainment-Sheen/Michaels Entertainment,Drama-Thriller
13226,1988,Salsa,97,4.9,Boaz Davidson,Boaz Davidson-Eli Tavor-Boaz Davidson,Golan-Globus Productions,Romance-Music
13227,1990,Marked For Death,93,5.9,Dwight H. Little,Michael Grais-Mark Victor,Victor & Grais-Steamroller Productions-Twentieth Century Fox,Action-Adventure-Crime-Drama-Thriller
13228,1966,Frankie and Johnny,87,5.7,Frederick De Cordova,Alex Gottlieb-Nat Perrin,Edward Small Productions,Comedy-Musical-Romance
13229,2000,The Brak Show: Vol. 1,,,,,,
13230,1950,Born Yesterday,103,7.6,George Cukor,Garson Kanin-Albert Mannheimer-Garson Kanin,Columbia Pictures,Comedy-Drama-Romance
13231,1977,Ilsa,95,4.6,Jesús Franco,Erwin C. Dietrich-Jesús Franco,Cinépix-Elite Film,Drama
13232,1991,Delirious,96,5.8,Tom Mankiewicz,Lawrence J. Cohen-Fred Freeman,Metro-Goldwyn-Mayer (MGM)-Star Partners III Ltd.,Comedy-Fantasy
13233,1974,Electra Glide in Blue,,,,,,
13234,1997,Mortal Kombat: Annihilation,95,3.7,John R. Leonetti,Ed Boon-Lawrence Kasanoff-Joshua Wexler,New Line Cinema-Threshold Entertainment,Action-Adventure-Fantasy-Sci-Fi-Thriller
13235,2000,Lisa Picard Is Famous,90,5.7,Griffin Dunne,Nat DeWolf-Laura Kirk,GreeneStreet Films-Longfellow Pictures-Sidney Kimmel Entertainment-Stella Maris Films,Comedy-Drama
13236,1963,Raiders of Leyte Gulf,,,,,,
13237,2002,Partners in Action,92,4.3,Sidney J. Furie,Eddy Matalon-Timothy Prager-Richard Rionda Del Castro,GFT Entertainment-Hannibal Pictures-Studio Eight Productions,Action-Crime-Drama-Thriller
13238,1992,The Cement Garden,,,,,,
13239,1998,Image of an Assassination: A New Look at the Zapruder Film,88,7.6,,H.D. Motyl,MPI Teleproductions,Documentary-History
13240,2000,101 Reykjavik,88,6.9,Baltasar Kormákur,Hallgrímur Helgason-Baltasar Kormákur,Blueeyes Productions-Filmhuset AS-Liberator Productions-Troika Entertainment GmbH-Zentropa Entertainments,Comedy-Romance
13241,1993,Arctic Blue,95,5.2,Peter Masterson,Ross LaManna,Arctic Blue Inc.-New City Productions,Action-Thriller
13242,1977,Audrey Rose,113,5.8,Robert Wise,Frank De Felitta-Frank De Felitta,Sterobcar Productions,Drama-Fantasy-Horror-Thriller
13243,1997,Deewana Mastana,140,6.7,David Dhawan,Anees Bazmee-Anees Bazmee-Anees Bazmee,M.K.D. Films Combine,Comedy-Romance
13244,1993,Striking Distance,102,5.8,Rowdy Herrington,Rowdy Herrington-Marty Kaplan,Columbia Pictures,Action-Crime-Mystery-Thriller
13245,1934,The John Wayne Collection: Vol. 4: Lawless Frontier / Randy Rides Alone,,,,,,
13246,1999,Rollercoaster,90,6.3,Scott Smith,Scott Smith,British Columbia Film Commission-Canadian Broadcasting Corporation-Canadian Television Fund-Giraffe-The Movie Network-Téléfilm Canada,Drama
13247,1993,One Nation Under God,83,7.4,Teodoro Maniaci-Francine Rzeznik,,,Documentary
13248,1993,Last Action Hero,130,6.3,John McTiernan,Zak Penn-Adam Leff-Shane Black,Columbia Pictures-Oak Productions,Action-Adventure-Comedy-Fantasy
13249,2003,The Butterfly,,,,,,
13250,2000,Mother & Son,,,,,,
13251,1970,The Aristocats,78,7.1,Wolfgang Reitherman,Larry Clemmons-Vance Gerry-Ken Anderson,Walt Disney Productions,Animation-Adventure-Comedy-Family-Musical
13252,1967,Gamera vs. Monster X / Monster from a Prehistoric Planet: Double Feature,,,,,,
13253,1946,Sherlock Holmes: Dressed to Kill,76,7.0,Roy William Neill,Leonard Lee-Frank Gruber-Arthur Conan Doyle,Universal Pictures,Crime-Mystery
13254,2000,Steal This Movie!,107,6.4,Robert Greenwald,Anita Hoffman-Abbie Hoffman-Marty Jezer,Ardent Films-Greenlight Productions-Lakeshore International-Robert Greenwald Productions,Biography-Drama-Romance
13255,2005,Crash,119,7.0,David Dobkin,Steve Faber-Bob Fisher,New Line Cinema-Tapestry Films-Avery Pix,Comedy-Romance
13256,2004,J.K. Rowling and the Birth of Harry Potter,,,,,,
13257,1993,Aaina,149,6.1,Deepak Sareen,Honey Irani-Honey Irani-Honey Irani,Aditya Films-Yash Raj Films,Drama-Romance
13258,2003,Gozu,129,7.0,Takashi Miike,Sakichi Sato,Rakueisha-The Klockworx,Crime-Drama-Horror-Mystery-Thriller
13259,1940,Brigham Young,114,6.4,Henry Hathaway,Louis Bromfield-Lamar Trotti,Twentieth Century Fox,Adventure-Biography-History-Romance-Western
13260,2001,The Best of the Improv: Vol. 4,,,,,,
13261,1977,The Deep,123,6.2,Peter Yates,Peter Benchley-Peter Benchley-Tracy Keenan Wynn,Casablanca Filmworks-EMI Films,Adventure-Mystery-Thriller
13262,1991,Children of the Night,92,4.6,Tony Randel,Nicolas Falacci-Nicolas Falacci-William Hopkins,Columbia Pictures,Horror
13263,2003,Motley Crue: Lewd,,,,,,
13264,1994,The Bible Collection: Abraham,,,,,,
13265,1991,The Dark Wind,111,5.6,Errol Morris,Tony Hillerman-Neal Jimenez-Eric Bergren,Carolco Pictures-North Face Motion Picture Company-Wildwood Enterprises,Drama-Mystery
13266,1995,P.D. James: A Mind to Murder,101,6.7,Gareth Davies,P.D. James-Russell Lewis,Anglia Television-Cipango Productions Audiovisuelles-WGBH,Crime-Drama-Mystery
13267,2002,Gorillaz: Phase One Celebrity Take Down,174,8.5,Jamie Hewlett-Cass Browne-Peter Candeland,Cass Browne-Jamie Hewlett-Mat Wakeham,Virgin Records,Documentary-Animation-Music
13268,2001,Tomorrow Man,,,,,,
13269,1944,National Velvet,123,7.4,Clarence Brown,Enid Bagnold-Theodore Reeves-Helen Deutsch,Metro-Goldwyn-Mayer (MGM),Drama-Family-Sport
13270,1958,Gigi,115,6.8,Vincente Minnelli,Alan Jay Lerner-Colette-Niven Busch,Metro-Goldwyn-Mayer,Comedy-Musical-Romance
13271,2001,Double Whammy,93,5.7,Tom DiCillo,Tom DiCillo,Apostle-Gold Circle Films-Lemon Sky Productions-Myriad Pictures,Comedy-Crime-Drama
13272,2001,Gladiator Challenge,,,,,,
13273,2004,House of Flying Daggers,119,7.6,Yimou Zhang,Feng Li-Bin Wang-Yimou Zhang,Beijing New Picture Film Co.-China Film Co-Production Corporation-Edko Films-Elite Group Enterprises-Zhang Yimou Studio,Action-Adventure-Drama-Romance
13274,1996,Daredevil vs. Spiderman,,,,,,
13275,2004,Anything But Love,,,,,,
13276,1984,The Ice Pirates,91,5.7,Stewart Raffill,Stewart Raffill-Stanford Sherman,Metro-Goldwyn-Mayer (MGM)-JF Productions,Action-Adventure-Comedy-Romance-Sci-Fi
13277,1992,Iron Eagle 3: Aces,98,3.5,John Glen,Kevin Alyn Elders-Sidney J. Furie-Kevin Alyn Elders,Carolco Pictures-Seven Arts-Aces Eagles Productions-Ron Samuels Entertainment,Action
13278,1999,Gundress: The Movie,,,,,,
13279,1999,Best of the Chris Rock Show: Vol. 1,,6.6,,Tom Agna-Chris Rock,3 Arts Entertainment-CR Enterprises-HBO Downtown Productions,Comedy
13280,1995,Specimen,,,,,,
13281,2002,SuperFire,210,5.3,Steven Quale,Richard Preston Jr.-Douglas Preston-Michael Vickerman,American Broadcasting Company-Epsilon TV Production-KirchMedia-Lions Gate Television-Lionsgate Television-Mandalay Television-Stephanie Germain Productions-Tandem Communications,Action-Thriller
13282,2004,A Tale of Two Sisters,15,6.6,Van Elder,Van Elder-Paulara Hawkins,Bullz Eye Productions,Drama-Short
13283,2003,The Wiggles: Cold Spaghetti Western,,,,,,
13284,2003,Tube,116,5.6,Woon-hak Baek,Woon-hak Baek,Mir Film,Action-Adventure-Crime-Drama-Thriller
13285,1965,Lord Jim,154,6.8,Richard Brooks,Joseph Conrad-Richard Brooks,Columbia British Productions-Keep Films,Adventure-Drama-Romance
13286,2002,Shark Attack 3: Megalodon,99,2.9,David Worth,Scott Devine-William Hooke,Millennium Films-Martien Holdings A.V.V.,Action-Adventure-Horror-Sci-Fi-Thriller
13287,1995,A Touch of Frost: Season 3,,,,,,
13288,2002,All I Want,93,6.1,Jeffrey Porter,Charles Kephart,Millennium Films-Capital Arts Entertainment-Flirt Pictures-Emmett/Furla/Oasis Films (EFO Films)-Brightlight Pictures-Canadian Film or Video Production Tax Credit (CPTC)-Province of British Columbia Production Services Tax Credit-Try Seventeen Productions-Epsilon Motion Pictures,Comedy-Drama
13289,2005,Pride FC: Pride Fighting Legacy: Vol. 1,,,,,,
13290,2002,The Legend of Leigh Bowery,83,7.4,Charles Atlas,,Arte-Atlas Films-One Canvas Productions,Documentary
13291,2003,Son Frere,92,6.7,Patrice Chéreau,Philippe Besson-Patrice Chéreau-Anne-Louise Trividic,Arte France-Azor Films-Love Streams Productions-Centre National de la Cinématographie (CNC)-Canal+-Conseil Général de Loire-Atlantique,Drama-Romance
13292,2001,The Truth About Jane,,,,,,
13293,2004,Home on the Range,76,5.4,Will Finn-John Sanford,Will Finn-John Sanford-Will Finn,Walt Disney Pictures-Walt Disney Feature Animation,Animation-Adventure-Comedy-Family-Music-Western
13294,2003,Mudvayne: All Access to All Things,,,,,,
13295,2000,Free Tibet,,,,,,
13296,1996,Slayers: Return,61,7.1,Hiroshi Watanabe-Kunihiko Yuyama,Rui Araizumi-Benedetta Brugia-Hajime Kanzaka,,Animation-Comedy-Fantasy
13297,2004,Cirque du Soleil: Midnight Sun,90,7.0,Mario Rouleau-Michel Lemieux-Victor Pilon,Guy Laliberté-Michel Lemieux-Victor Pilon,ARTE-Amérimage-Spectra-Bravo!-Canadian Broadcasting Corporation (CBC)-Cirque du Soleil Images-Conte IV-Echo Media-Radio Canada-ZDFtheaterkanal,Family-Music
13298,1985,National Lampoon's European Vacation,95,6.2,Amy Heckerling,John Hughes-John Hughes-Robert Klane,Warner Bros.,Adventure-Comedy
13299,2003,Mango Yellow,,,,,,
13300,1958,Thunder Road,92,6.7,Arthur Ripley,James Atlee Phillips-Walter Wise-Robert Mitchum,D.R.M. Productions,Crime-Drama-Film-Noir-Thriller
13301,2002,9/11,112,8.4,James Hanlon-Gédéon Naudet-Jules Naudet,Tom Forman-Greg Kandra,CBS-Goldfish Pictures-Reveille Productions-Silverstar Productions,Documentary
13302,1974,Blazing Saddles,93,7.8,Mel Brooks,Mel Brooks-Norman Steinberg-Andrew Bergman,Crossbow Productions-Warner Bros.,Comedy-Western
13303,1992,Andy Kaufman: I'm from Hollywood/My Breakfast with Blassie,,,,,,
13304,1994,Little Giants,107,6.4,Duwayne Dunham,James Ferguson-Robert Shallcross-James Ferguson,Warner Bros.-Amblin Entertainment-Warner Bros. Family Entertainment,Comedy-Family-Sport
13305,2001,Stage Ghost,,,,,,
13306,1971,Guddi,121,7.3,Hrishikesh Mukherjee,Gulzar-Hrishikesh Mukherjee-Gulzar,Rupam Chitra,Drama-Comedy-Family
13307,1970,Cromwell,139,6.9,Ken Hughes,Ken Hughes,Columbia Pictures-Irving Allen Productions,Biography-Drama-History-War
13308,2001,Born Wild,109,6.1,Patrick Leung,Hing-Ka Chan-Amy Chin,China Star Entertainment-One Hundred Years of Film Company-Icon Pictures,Action-Drama
13309,1995,Magic in the Water,98,5.8,Rick Stevenson,Rick Stevenson-Icel Dobell Massey-Ninian Dunet,Oxford Film Company-Pacific Motion Pictures-TriStar Pictures-Triumph Films,Adventure-Family-Fantasy
13310,2001,Come Together: A Night for John Lennon's Words and Music,,6.9,,Ken Ehrlich-David Wild,,Documentary-Music
13311,1989,Lock Up,109,6.4,John Flynn,Richard Smith-Jeb Stuart-Henry Rosenbaum,White Eagle-Carolco Pictures-Gordon Company,Crime-Drama-Thriller
13312,2003,Anastasia,40,6.8,,Tita Bell-Sergey Kaluzhanov-Linda Schreyer,A Media-Columbia Pictures Television-Russian World Studios,Drama-Romance
13313,1978,Battlestar Galactica: Complete Epic Series,,,,,,
13314,2001,Sedona,37,,Scott Shaw,,,Short
13315,2001,Harry Potter and the Sorcerer's Stone: Bonus Material,,,,,,
13316,2002,Hukkle,78,7.2,György Pálfi,György Pálfi,Mokép,Crime-Mystery-Drama
13317,2002,The Eye,99,6.7,Danny Pang-Oxide Chun Pang,Yuet-Jan Hui-Danny Pang-Oxide Chun Pang,Applause Pictures-Mediacorp Raintree Pictures,Drama-Horror-Thriller
13318,2003,The Core,135,5.5,Jon Amiel,Cooper Layne-John Rogers,Paramount Pictures-David Foster Productions-Munich Film Partners New Century & Company (MFP) Core Productions-Core Productions-Horsepower Films-LivePlanet,Action-Adventure-Sci-Fi-Thriller
13319,2003,Anything Else,108,6.4,Woody Allen,Woody Allen,DreamWorks-Gravier Productions-Canal+-Granada Film Productions-Perdido Productions,Comedy-Romance
13320,2000,Maze,97,6.6,Rob Morrow,Bradley White-Rob Morrow-Rob Morrow,Bits and Pieces Picture Company-Carlyle Productions-Cypress Films-Goldheart Pictures-KBK Entertainment-Regent Entertainment-Starz! Encore Entertainment,Drama-Romance
13321,2001,Kuch Khatti Kuch Meethi,120,4.7,Rahul Rawail,,Bharat Film Works-Pritish Nandy Communications-Saboo Films Pvt. Ltd.,Comedy-Drama-Family-Romance
13322,2000,Escape Under Pressure,94,3.9,Jean Pellerin,Jim Christopher-Phillip J. Roth,Unified Film Organization,Action-Thriller
13323,1996,Bitter Sugar,105,7.2,Leon Ichaso,Pelayo García-Leon Ichaso-Leon Ichaso,Azucar Films-Overseas FilmGroup,Drama-Romance
