id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres
9206,1948,Laurence Olivier's Hamlet,,,,,,
9207,1979,The Brood,92,6.9,David Cronenberg,David Cronenberg,Canadian Film Development Corporation-Elgin International Films Ltd.-Mutual Productions Ltd.-Victor Solnicki Productions,Horror-Sci-Fi
9208,1985,Pale Rider,115,7.3,Clint Eastwood,Michael Butler-Dennis Shryack,The Malpaso Company,Western
9209,2002,2000 Years of Christianity,,,,,,
9210,2002,Beijing Bicycle,,,,,,
9211,1995,Blue Juice,90,5.3,Carl Prechezer,Peter Salmi-Carl Prechezer-Peter Salmi,Skreba Films,Comedy-Drama-Romance-Sport
9212,1994,Sailor Moon S,60,7.8,Hiroki Shibata,Sukehiro Tomita-Naoko Takeuchi-Erica Mendez,TV Asahi-Toei Animation,Animation-Action-Comedy-Fantasy-Romance
9213,1999,Fidelio: Beethoven: Royal Opera House,,,,,,
9214,1988,Massage Your Mate,,,,,,
9215,1985,Moving Violations,90,5.7,Neal Israel,Neal Israel-Pat Proft-Paul Boorstin,SLM Production Group-Twentieth Century Fox,Comedy
9216,1996,Tieta of Agreste,115,6.9,Carlos Diegues,João Ubaldo Ribeiro-Antônio Calmon-Carlos Diegues,Columbia Pictures Television-Commissão de Valores Mobiliarios-FINEP-Secretaria para o Desenvolvimento do Audiovisual-Sky Light Serene-Sony Corporation of America,Comedy-Drama-Romance
9217,1981,Cheech & Chong's Nice Dreams,88,6.2,Tommy Chong,Tommy Chong-Cheech Marin,C & C Brown Production-Columbia Pictures,Comedy-Crime
9218,1986,Lady Jane,136,7.2,Trevor Nunn,Chris Bryant-David Edgar,Capital Equipment Leasing-Paramount Pictures,Biography-Drama-History-Romance
9219,2004,Full Clip,,,,,,
9220,2004,Kangaroo Jack: G'Day USA,75,4.1,Ron Myrick,Adam Scheinman-Andrew Scheinman,Castle Rock Entertainment-Warner Bros. Animation,Animation-Family
9221,2004,Kylie Minogue: Body Language Live,110,7.9,Russell Thomas,,,Documentary-Music
9222,1996,Dear God,112,5.3,Garry Marshall,Warren Leight-Ed Kaplan,Rysher Entertainment,Comedy
9223,1974,Foxy Brown,92,6.5,Jack Hill,Jack Hill,American International Pictures,Action-Crime-Thriller
9224,1999,The Best Man,120,6.8,Malcolm D. Lee,Malcolm D. Lee,40 Acres & A Mule Filmworks,Comedy-Drama-Romance
9225,2003,The Whole Shebang,,,,,,
9226,1997,The Winter Guest,108,7.1,Alan Rickman,Sharman Macdonald-Alan Rickman-Sharman Macdonald,Capitol Films-Channel Four Films-Fine Line Features-Pressman-Lipper Productions-Scottish Arts Council Lottery Fund,Drama
9227,1989,The Church,102,6.2,Michele Soavi,Dario Argento-Franco Ferrini-Dario Argento,ADC Films-Cecchi Gori Group Tiger Cinematografica-Reteitalia,Horror
9228,1972,Sleuth,138,8.0,Joseph L. Mankiewicz,Anthony Shaffer-Anthony Shaffer,Palomar Pictures International,Mystery-Thriller
9229,1988,Colors,120,6.7,Dennis Hopper,Michael Schiffer-Michael Schiffer-Richard Di Lello,Orion Pictures,Action-Crime-Drama-Romance-Thriller
9230,1983,Max Dugan Returns,98,6.6,Herbert Ross,Neil Simon,Twentieth Century Fox,Comedy-Drama
9231,2003,Love Me If You Dare,93,7.7,Yann Samuell,Yann Samuell,Nord-Ouest Films-StudioCanal-Artémis Productions-France 2 Cinéma-M6 Films-Media Services-Caneo Films-Canal+-M6 Métropole Télévision-C.R.R.A.V-Région Nord-Pas-de-Calais-Studio Images 9-Cofimage 13-Lazennec Films-Procirep-Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles-Wallimage-Equinoxe-France 2,Comedy-Drama-Romance
9232,2003,Boat Trip,10,,,,,Animation
9233,1986,Black Moon Rising,100,5.4,Harley Cokeliss,John Carpenter-John Carpenter-Desmond Nakano,New World Pictures-Sequoia Productions,Action-Thriller
9234,1998,Mighty Joe Young,114,5.6,Ron Underwood,Merian C. Cooper-Ruth Rose-Mark Rosenthal,RKO Pictures-Walt Disney Pictures,Action-Adventure-Family-Fantasy-Thriller
9235,1997,G.I. Jane,125,5.9,Ridley Scott,Danielle Alexandra-David Twohy-Danielle Alexandra,Caravan Pictures-First Independent Films-Hollywood Pictures-Isobel Griffiths Limited-Largo Entertainment-Moving Pictures-Scott Free Productions-Trap-Two-Zero Productions Inc.,Action-Drama-War
9236,1998,South Park: Season 2,,,,,,
9237,1990,The Witches,91,6.8,Nicolas Roeg,Roald Dahl-Allan Scott,Lorimar Film Entertainment-Jim Henson Productions-The Jim Henson Company,Adventure-Comedy-Family-Fantasy-Horror-Mystery
9238,2003,The Heart of Me,,,,,,
9239,1979,The Lady in Red,93,6.1,Lewis Teague,John Sayles,New World Pictures,Action-Drama-Romance
9240,1990,Pacific Heights,102,6.4,John Schlesinger,Daniel Pyne,Morgan Creek Entertainment,Thriller
9241,2000,Before Night Falls,133,7.3,Julian Schnabel,Cunningham O'Keefe-Lázaro Gómez Carriles-Julian Schnabel,El Mar Pictures-Grandview Pictures,Biography-Drama-Romance
9242,1999,All About My Mother,101,7.9,Pedro Almodóvar,Pedro Almodóvar,El Deseo-Renn Productions-France 2 Cinéma-Vía Digital,Drama
9243,1991,Days of Being Wild,,,,,,
9244,2000,The Criminal,,,,,,
9245,2002,Infested,84,2.9,Josh Olson,Josh Olson,City Block Productions,Action-Adventure-Comedy-Horror-Sci-Fi-Thriller
9246,1993,Lois & Clark: The New Adventures of Superman: Season 1,46,6.8,,Deborah Joy LeVine-Joe Shuster-Jerry Siegel,December 3rd Productions-Gangbuster Films Inc.-Lorimar Television-Roundelay-Warner Bros. Television,Adventure-Comedy-Drama-Romance-Sci-Fi
9247,2003,Rammstein: Lichtspielhaus,210,8.9,Zoran Bihac-Mathilde Bonnefoy-Rob Cohen,,Motor Music,Music-Documentary
9248,1992,Grand Tour: Disaster in Time,99,6.6,David Twohy,Henry Kuttner-C.L. Moore-David Twohy,Channel Communications-Drury Lane Holdings-Wild Street Pictures,Mystery-Sci-Fi
9249,2000,Fox: The Blockbuster Years,,6.8,Kevin Burns-Shelley Lyons,Kevin Burns-Jerry Decker-Ed Singer,Fox Television Studios-Foxstar Productions-Prometheus Entertainment,Documentary
9250,2005,Kakurenbo: Hide & Seek,,,,,,
9251,1991,Boys' Shorts: The New Queer Cinema,,,,,,
9252,2004,Jancis Robinson's Wine Course,,,,,,
9253,1921,Destiny,97,7.7,Fritz Lang,Fritz Lang-Thea von Harbou,Decla-Bioscop AG,Drama-Fantasy-Thriller
9254,1985,The Goonies,114,7.8,Richard Donner,Chris Columbus-Steven Spielberg,Warner Bros.-Amblin Entertainment,Adventure-Comedy-Family
9255,2002,Inner Senses,100,6.3,Chi-Leung Law,Chi-Leung Law-Tung-Shing Yee-Sin Ling Yeung,Filmko Pictures,Crime-Horror-Mystery-Romance-Thriller
9256,1994,Tom & Viv,125,6.5,Brian Gilbert,Michael Hastings-Michael Hastings-Adrian Hodges,British Screen Productions-Harvey Kass-IRS Media-Samuelson Productions,Biography-Drama-Romance
9257,2002,It Was a Wonderful Life,,,,,,
9258,1938,Laurel & Hardy & Friends,,,,,,
9259,1973,Kojak: Season 1,,,,,,
9260,1997,Mystery Science Theater 3000: Timechasers,,,,,,
9261,2002,Magic of Fellini,56,6.0,Carmen Piccini,Carmen Piccini,,Documentary
9262,1993,Life with Mikey,91,5.6,James Lapine,Marc Lawrence,Touchstone Pictures,Comedy-Family
9263,2003,Morlang,,,,,,
9264,1999,Love and Action in Chicago,91,5.0,Dwayne Johnson-Cochran,Dwayne Johnson-Cochran,Flashpoint-Gold/Basulto Entertainment-Prosperity Pictures,Comedy-Drama-Romance-Thriller
9265,1992,Batman Returns,126,7.0,Tim Burton,Bob Kane-Daniel Waters-Sam Hamm,Warner Bros.-PolyGram Filmed Entertainment,Action-Crime-Fantasy
9266,2000,Atomic Journeys: Welcome to Ground Zero,,,,,,
9267,1990,Tune in Tomorrow,107,6.2,Jon Amiel,Mario Vargas Llosa-William Boyd,Odyssey-Polar Entertainment Corporation,Comedy-Romance
9268,1999,I'm Still Here . . . Damn It!,90,6.8,Marty Callner,Sandra Bernhard,,Comedy-Music
9269,2001,Stiletto Dance,97,5.4,Mario Azzopardi,Alfonse Ruggiero,Chesler/Perlmutter Productions-TVA International,Drama-Action-Crime
9270,1998,Still Crazy,95,7.1,Brian Gibson,Dick Clement-Ian La Frenais,Columbia Pictures-Marmot Tandy Productions-The Greenlight Fund,Comedy-Drama-Music-Romance
9271,1993,Man's Best Friend,87,5.1,John Lafia,John Lafia,New Line Cinema-Roven-Cavallo Entertainment,Comedy-Horror-Sci-Fi-Thriller
9272,1988,The Good Mother,103,5.9,Leonard Nimoy,Michael Bortman-Sue Miller,Touchstone Pictures-Silver Screen Partners IV,Drama-Romance
9273,2004,Evil Remains,88,4.1,James Merendino,James Merendino,HSI Entertainment-L.I.F.T. Production-Pop Art Films-Samy Boy Pictures,Horror-Thriller
9274,2002,The Dead Zone: Season 1,,,,,,
9275,2004,Coast to Coast,,,,,,
9276,2002,The Grey Zone,,,,,,
9277,1953,The Master of Ballantrae,90,6.6,William Keighley,Herb Meadow-Harold Medford-Robert Louis Stevenson,Warner Bros.,Action-Adventure-History-Romance
9278,1998,Wicked,88,5.2,Michael Steinberg,Eric Weiss,Flipped Out Productions-Frankestein Entertainment,Thriller
9279,2001,Sexy Beast,,,,,,Short
9280,2004,Teacher's Pet,73,5.8,Timothy Björklund,Gary Baseman-Bill Steinkellner-Cheri Steinkellner,Disney Television Animation-Toon City Animation-Walt Disney Pictures,Animation-Adventure-Comedy-Family-Fantasy-Musical-Sci-Fi
9281,1961,The Illiterate One,128,7.2,Miguel M. Delgado,Marcelo Salazar-Juan López-Carlos León,Posa Films,Comedy
9282,2005,WWE: The Best of Intercontinental Championship Matches,,6.0,Kevin Dunn,,World Wrestling Entertainment (WWE),Action
9283,2003,Cedric the Entertainer: Starting Lineup 2,,,,,,
9284,1988,Virgin Machine,84,5.5,Monika Treut,Monika Treut,Hyena Films-Norddeutscher Rundfunk,Drama-Romance
9285,2001,Rugrats: Decade in Diapers,,,,,,
9286,2005,WWE: Backlash 2005,,7.3,Kevin Dunn,Christopher DeJoseph,World Wrestling Entertainment,Action-Sport
9287,1978,The Giallo Collection: The Bloodstained Shadow,,,,,,
9288,1995,Sudden Death,111,5.7,Peter Hyams,Karen Elise Baldwin-Gene Quintano,Universal Pictures-Signature Entertainment-Imperial Entertainment-Shattered Productions,Action-Crime-Thriller
9289,2003,The Five Obstructions,90,7.5,Jørgen Leth-Lars von Trier,Sophie Destin-Asger Leth-Asger Leth,Almaz Film Productions S.A.-Panic Productions-Wajnbrosse Productions-Zentropa Real ApS,Documentary
9290,2000,Pavilion of Women,,,,,,
9291,1975,Hester Street,89,7.0,Joan Micklin Silver,Joan Micklin Silver-Abraham Cahan,Midwest Films,Drama-Romance
9292,2004,One Tree Hill: Season 2,,,,,,
9293,1960,Harold and the Purple Crayon,,,,,,
9294,1972,The Mechanic,100,7.0,Michael Winner,Lewis John Carlino-Lewis John Carlino,Chartoff-Winkler Productions-Carlino Productions,Action-Crime-Thriller
9295,1983,The Year of Living Dangerously,,,,,,
9296,2001,Samurai Jack,25,8.4,,Genndy Tartakovsky-Bryan Andrews-Brian Larsen,Cartoon Network Studios-Williams Street,Animation-Action-Adventure-Fantasy-Sci-Fi-Thriller
9297,1998,Magic User's Club,,,,,,
9298,1996,From Dusk Till Dawn,108,7.2,Robert Rodriguez,Robert Kurtzman-Quentin Tarantino,Dimension Films-A Band Apart-Los Hooligans Productions-Miramax,Action-Crime-Horror
9299,1983,Armored Trooper Votoms Stage 1: Uoodo City,,,,,,
9300,2000,Straightman,,,,,,
9301,1934,Here Comes Cookie / Love in Bloom / Six of a Kind: Triple Feature,,,,,,
9302,1982,Violence in a Women's Prison,90,4.8,Bruno Mattei,Ambrogio Molteni-Claudio Fragasso-Ambrogio Molteni,Beatrice Film-Imp.Ex.Ci.-Les Films Jacques Leitienne-Production Group,Action-Crime-Drama-Thriller
9303,1956,Bus Stop,96,6.6,Joshua Logan,George Axelrod-William Inge,Twentieth Century Fox-Marilyn Monroe Productions,Comedy-Drama-Romance
9304,1998,Phantasm IV: Oblivion,90,5.7,Don Coscarelli,Don Coscarelli-Don Coscarelli,Starway International Inc.,Fantasy-Horror-Sci-Fi
9305,1969,Colonel Wolodyjowski,160,7.3,Jerzy Hoffman,Jerzy Hoffman-Jerzy Lutowski-Henryk Sienkiewicz,"Mosfilm-Film Polski-Zespol Filmowy ""Kamera""",Adventure-History-War
9306,1995,S.F.W.,,,,,,
9307,1979,Gol Maal,120,8.6,Hrishikesh Mukherjee,Sailesh Dey-Sachin Bhowmick-Rahi Masoom Reza,Rupam Chitra,Comedy-Romance
9308,1995,Rumpelstiltskin,87,4.5,Mark Jones,Mark Jones-Joe Ruby,Republic Pictures (II)-Transnational Entertainment-Prescott-Jones,Comedy-Fantasy-Horror
9309,1998,Twilight,94,6.2,Robert Benton,Robert Benton-Richard Russo,Cinehaus-Paramount Pictures-Scott Rudin Productions,Crime-Drama-Mystery-Thriller
9310,1972,The Candidate,110,7.1,Michael Ritchie,Jeremy Larner,Redford-Ritchie Productions-Wildwood Enterprises,Comedy-Drama
9311,1955,The Sea Chase,117,6.5,John Farrow,James Warner Bellah-John Twist-Andrew Geer,Warner Bros.,Action-Drama-War
9312,1990,Gunsmoke: The Last Apache,94,7.2,Charles Correll,Earl W. Wallace,CBS Entertainment Production,Western
9313,2000,The Elite,,,,,,
9314,1960,Village of the Damned / Children of the Damned,,,,,,
9315,1997,Knocking On Death's Door,,,,,,
9316,1999,Just Looking,97,6.7,Jason Alexander,Marshall Karp,Sweetland Films-Camellia Productions,Comedy-Drama
9317,1999,Spring Forward,110,7.5,Tom Gilroy,Tom Gilroy,Journeyman Pictures-C-Hundred Film Corporation-cineBLAST! Productions,Drama
9318,1979,The Real Bruce Lee,,,,,,
9319,2000,Son of the Beach: Vol. 1,22,7.0,,David Morgasen-Timothy Stack-James R. Stein,FX Network-Fox Television Studios-Loch Lomond Entertainment Ltd.-Pacific Bay Entertainment-Sterling Pacific Films-The Howard Stern Production Company,Comedy
9320,1994,Iron Will,108,6.6,Charles Haid,John Michael Hayes-Djordje Milicevic-Jeff Arch,Walt Disney Pictures,Adventure-Family
9321,1999,Battle Athletes Victory: Vol. 8: The Human Race!,,,,,,
9322,1979,Doctor Who: The Armageddon Factor,25,7.2,Michael Hayes,Bob Baker-Dave Martin-Sydney Newman,,Adventure-Drama-Family-Sci-Fi
9323,1993,The Adventures of Huck Finn,108,6.2,Stephen Sommers,Mark Twain-Stephen Sommers,Steve White Productions-Touchwood Pacific Partners 1-Walt Disney Pictures,Adventure-Comedy-Drama-Family
9324,1999,The Mrs. Bradley Mysteries,,,,,,
9325,2003,National Geographic: 21 Days to Baghdad,60,5.9,,Ted Duvall-Mary Marsh-David Murdock,National Geographic,Documentary-War
9326,2003,Queer as Folk: Season 3,,,,,,
9327,1999,SpongeBob SquarePants: Season 1,,,,,,
9328,1999,I'll Remember April,,,,,,
9329,1993,Dennis the Menace,94,5.6,Nick Castle,Hank Ketcham-John Hughes,Warner Bros.-Hughes Entertainment-Warner Bros. Family Entertainment,Comedy-Family
9330,1965,For a Few Dollars More,132,8.3,Sergio Leone,Sergio Leone-Fulvio Morsella-Luciano Vincenzoni,Produzioni Europee Associate (PEA)-Arturo González Producciones Cinematográficas-Constantin Film,Western
9331,1999,Romance,84,5.3,Catherine Breillat,Catherine Breillat,Flach Film-CB Films-Arte France Cinéma-Centre National de la Cinématographie (CNC)-Procirep-Canal+,Drama
9332,2004,Regency House Party,480,7.5,Tim Carter,,Wall to Wall,Documentary-History-Reality-TV
9333,2002,.Com for Murder,96,2.7,Nico Mastorakis,Nico Mastorakis-Nico Mastorakis-Phil Marr,Omega Entertainment,Horror-Sci-Fi-Thriller
9334,1939,Destry Rides Again,95,7.7,George Marshall,Felix Jackson-Gertrude Purcell-Henry Myers,Universal Pictures,Comedy-Western
9335,2004,Lana's Rain,,,,,,
9336,1976,Don's Party,90,6.9,Bruce Beresford,David Williamson-David Williamson,Double Head-The Australian Film Commission,Comedy-Drama
9337,1979,Three's Company: Season 4,,,,,,
9338,1988,Waxwork / Waxwork II: Double Feature,,,,,,
9339,1999,Slow Burn,,,,,,
9340,2001,Pearl Harbor,183,6.1,Michael Bay,Randall Wallace,Touchstone Pictures-Jerry Bruckheimer Films,Action-Drama-History-Romance-War
9341,1998,Heartwood,92,5.3,Lanny Cotler,Lanny Cotler-Stephen L. Cotler,,Drama
9342,2001,Second Time Around,,,,,,
9343,2001,MTV: The Real World You Never Saw: Back to New York,,,,,Music Television,
9344,2001,Zubeidaa,153,6.3,Shyam Benegal,Khalid Mohamed-Javed Siddiqui,F.K.R. Productions-Shyam Benegal Sahayadri Films,Biography-Drama-History-Musical-Romance
9345,2004,Power Rangers: Dinothunder,30,6.7,,Ann Austen-Mark Hoffmeier-Shôtarô Ishinomori,ABC Family Worldwide-BVS Entertainment Inc.-BVS International N.V.-Renaissance-Atlantic Films-Toei Company-Village Roadshow KP Productions,Action-Adventure-Sci-Fi
9346,2001,Search for a Safe Cigarette: Nova,,7.4,Carl Charlson,Carl Charlson,,Documentary-Biography
9347,1993,Ren & Stimpy: Season 3 and a Half-ish,,,,,,
9348,1999,The Big O,30,7.6,,Lia Sargent-Chiaki Konaka-Hajime Yatate,Animaze-Bandai Visual Company-Sunrise,Animation-Adventure-Sci-Fi-Action
9349,2002,Bollywood Queen,89,4.7,Jeremy Wooding,William Shakespeare-Neil Spencer-Jeremy Wooding,Dream Fish Productions-Enterprise Films-Great British Films-Spice Factory-Stretch Limo Productions,Musical-Romance
9350,2004,Iron Jawed Angels,123,7.6,Katja von Garnier,Jennifer Friedes-Sally Robinson-Eugenia Bostwick-Singer,Home Box Office (HBO)-Blue Dominion Productions Inc.-Bluebird House-HBO Films-Spring Creek Productions,Biography-Drama-History
9351,1967,Belle de Jour,100,7.8,Luis Buñuel,Joseph Kessel-Luis Buñuel-Jean-Claude Carrière,Robert et Raymond Hakim-Paris Film Productions-Five Film,Drama
9352,2005,Throttle,86,5.1,James Seale,Neil Elman-James Seale,E5 Films LLC,Action-Thriller
9353,2000,No One Sleeps,108,5.0,Jochen Hick,Michael Nelson Finn-Jochen Hick-Irit Levi,Galeria Alaska Productions,Drama-Mystery-Romance-Thriller
9354,1955,We're No Angels,106,7.5,Michael Curtiz,Albert Husson-Ranald MacDougall,Paramount Pictures,Comedy-Crime-Romance
9355,1995,Higher Learning,127,6.5,John Singleton,John Singleton,Columbia Pictures-New Deal Productions,Crime-Drama-Romance-Sport-Thriller
9356,1952,The Marrying Kind,92,7.1,George Cukor,Ruth Gordon-Garson Kanin,Columbia Pictures,Comedy-Drama
9357,1963,Stingray: The Complete Series,,,,,,
9358,1990,Maniac Nurses Find Ecstasy,75,2.4,Léon Paul De Bruyn,Léon Paul De Bruyn-Eileen Woods,Rampage Film Production-Desert Films,Action-Comedy-Horror
9359,1986,Jumpin' Jack Flash,105,5.8,Penny Marshall,David Franzoni-David Franzoni-Charles Shyer,Lawrence Gordon Productions-Silver Pictures-Twentieth Century Fox,Comedy-Romance-Thriller
9360,2002,Lathe of Heaven,91,5.9,Philip Haas,Ursula K. Le Guin-Alan Sharp,A&E Television Networks-Alliance Atlantis Communications-Baumgarten Merims Productions-Lathe Productions,Sci-Fi
9361,2001,Second to Die,60,6.4,Matt Hoffman,Scott Silberstein,HMS Media,Documentary-Comedy
9362,1982,Nature: Cloud: Wild Stallion of the Rockies,,,,,,
9363,1991,Danielle Steel's Daddy,100,5.7,Michael Miller,Danielle Steel-L. Virginia Browne,NBC Productions-The Cramer Company,Drama-Romance
9364,2002,No Good Deed,103,5.5,Bob Rafelson,Dashiell Hammett-Christopher Canaan-Steve Barancik,ApolloMedia Distribution-Kismet Entertainment Group-Remstar Films-Seven Arts Pictures,Action-Crime-Drama-Music-Thriller
9365,1997,Life According to Muriel,98,6.8,Eduardo Milewicz,Eduardo Milewicz-Susana Silvestre,V.C.C.,Drama
9366,2003,Who Killed the Red Baron?: Nova,55,6.9,Peter Nicholson,,3BM Television-Nova,Documentary
9367,1987,Like Father,96,5.1,Rod Daniel,Lorne Cameron-Lorne Cameron-Steve Bloom,Imagine Films Entertainment,Comedy-Fantasy
9368,1974,The Texas Chainsaw Massacre,83,7.5,Tobe Hooper,Kim Henkel-Tobe Hooper-Kim Henkel,Vortex,Horror
9369,1987,Nadine,83,5.5,Robert Benton,Robert Benton,TriStar Pictures-ML Delphi Premier Productions,Comedy-Mystery-Romance
9370,1939,Beau Geste,112,7.8,William A. Wellman,Robert Carson-Percival Christopher Wren,Paramount Pictures Corporation,Action-Adventure-Drama-War
9371,1972,Female Prisoner 701 Scorpion,87,7.3,Shun'ya Itô,Fumio Kônami-Hirô Matsuda-Tooru Shinohara,Toei Company,Crime-Drama-Thriller
9372,1984,Final Justice,,,,,,
9373,1931,Platinum Blonde,89,6.9,Frank Capra,Harry Chandlee-Douglas W. Churchill-Robert Riskin,Columbia Pictures,Comedy-Romance
9374,1966,La Guerre Est Finie,121,7.5,Alain Resnais,Jorge Semprún,Europa Film-Sofracima,Drama-War
9375,2002,Wicked Minds,,,,,,
9376,2002,This Land Is Your Land: The Folk Years,,,,,,
9377,1937,The Prince and the Pauper,118,7.3,William Keighley-William Dieterle,Mark Twain-Laird Doyle-Catherine Chisholm Cushing,Warner Bros.,Adventure-Drama-Family-Fantasy
9378,1984,The Natural,138,7.5,Barry Levinson,Bernard Malamud-Roger Towne-Phil Dusenberry,TriStar Pictures-Delphi II Productions,Drama-Sport
9379,2000,WWII: The Lost Color Archives,171,8.4,,,,Documentary-War
9380,1970,Elvis: That's the Way It Is,97,8.0,Denis Sanders,,Metro-Goldwyn-Mayer,Documentary-Music
9381,1980,The Elephant Man,124,8.2,David Lynch,Christopher De Vore-Eric Bergren-David Lynch,Brooksfilms,Biography-Drama
9382,1997,Everybody Loves Raymond: Season 2,,,,,,
9383,1998,Substitute 2: School's Out,89,5.1,Steven Pearl,Roy Frumkes-Rocco Simonelli-Alan Ormsby,Dinamo Entertainment-Gun for Hire Films-Live Film & Mediaworks Inc.-Shooting Gallery,Action-Crime-Thriller
9384,1970,UFO,45,8.0,,Gerry Anderson-Sylvia Anderson-Reg Hill,Century 21 Television-Incorporated Television Company,Action-Sci-Fi
9385,1996,Legend of Crystania: The Chaos Ring,135,6.1,Ryûtarô Nakamura,Akinori Endô-Ryo Mizuno,,Animation-Action-Fantasy
9386,1999,World's Most Astounding Undercover Stings,,,,Dan Perry,,Reality-TV
9387,1977,The Exorcist 2: The Heretic,117,3.7,John Boorman,William Goodhart-William Peter Blatty-Rospo Pallenberg,Warner Bros.,Horror
