id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,rated
7611,2005.0,Saturday Night Live: Live from New York: The First 5 Years,120.0,7.4,Kenneth Bowser,Kenneth Bowser,Broadway Video-NBC Studios-NBC Universal Television-National Broadcasting Company-SNL Studios,Comedy-Documentary,
7612,2004.0,Miracle at Oxford,,,,,,,
7613,1982.0,Tron,96.0,6.8,Steven Lisberger,Steven Lisberger-Steven Lisberger-Bonnie MacBird,Walt Disney Productions-Lisberger/Kushner,Action-Adventure-Sci-Fi,
7614,1963.0,Any Number Can Win,118.0,7.4,Henri Verneuil,Michel Audiard-Zekial Marko-Albert Simonin,Cité Films-Compagnia Cinematografica Mondiale-Compagnie Internationale de Productions Cinématographiques,Crime-Drama-Romance,
7615,1988.0,Killer Klowns from Outer Space,88.0,6.1,Stephen Chiodo,Charles Chiodo-Stephen Chiodo-Edward Chiodo,Sarlui / Diamant-Chiodo Brothers Productions,Comedy-Horror-Sci-Fi,
7616,1980.0,The Idolmaker,117.0,6.9,Taylor Hackford,Edward Di Lorenzo-Taylor Hackford,Kirkwood-Koch Company,Biography-Drama-Music-Romance,
7617,1987.0,Dirty Dancing,100.0,6.9,Emile Ardolino,Eleanor Bergstein,Great American Films Limited Partnership-Vestron Pictures,Drama-Music-Romance,
7618,1985.0,Ken Burns' America: The Shakers,,,,,,,
7619,1995.0,Newsradio: Seasons 1 and 2,,,,,,,
7620,1997.0,Millennium: Season 2,,,,,,,
7621,1994.0,Africa: The Serengeti: IMAX,39.0,7.4,George Casey,George Casey-Mose Richards,Graphic Films-Houston Museum of Natural Science-Serengeti Partners Ltd.,Documentary-Short,
7622,1991.0,Riki-Oh: The Story of Ricky,91.0,7.1,Ngai Choi Lam,Tetsuya Saruwatari-Ngai Choi Lam-Masahiko Takajo,Diagonal Pictures-Paragon Films Ltd.,Action-Comedy-Thriller,
7623,1992.0,The Blonde,,,,,,,
7624,1986.0,Top Gun,110.0,6.9,Tony Scott,Jim Cash-Jack Epps Jr.-Ehud Yonay,Paramount Pictures-Don Simpson/Jerry Bruckheimer Films,Action-Drama,
7625,1977.0,Young Lady Chatterley,100.0,5.2,Alan Roberts,Steve Michaels-D.H. Lawrence,Young L. C.,Drama,
7626,2001.0,The Sweetest Sound,60.0,7.3,Alan Berliner,Alan Berliner,Cine-Matrix,Documentary,
7627,2003.0,Once Upon a Time in Mexico,102.0,6.4,Robert Rodriguez,Robert Rodriguez,Columbia Pictures-Dimension Films-Troublemaker Studios,Action-Thriller,
7628,1978.0,Piranha,94.0,5.9,Joe Dante,Richard Robinson-John Sayles-John Sayles,Piranha Productions-New World Pictures,Comedy-Horror-Sci-Fi-Thriller,
7629,1983.0,V: The Original Miniseries,197.0,7.9,Kenneth Johnson,Kenneth Johnson,Kenneth Johnson Productions-Warner Bros. Television,Action-Adventure-Sci-Fi,
7630,1991.0,Grand Canyon,134.0,6.9,Lawrence Kasdan,Lawrence Kasdan-Meg Kasdan,Twentieth Century Fox,Crime-Drama,
7631,1991.0,Dying Young,111.0,6.0,Joel Schumacher,Marti Leimbach-Richard Friedenberg,Fogwood Films-Twentieth Century Fox,Drama-Romance,
7632,2004.0,Birth,100.0,6.1,Jonathan Glazer,Jean-Claude Carrière-Milo Addica-Jonathan Glazer,New Line Cinema-Fine Line Features-Lou Yi Inc.-Academy Films-March Entertainment,Drama-Fantasy-Mystery-Thriller,
7633,1998.0,Can't Hardly Wait,100.0,6.5,Harry Elfont-Deborah Kaplan,Deborah Kaplan-Harry Elfont,Columbia Pictures-Tall Trees Productions,Comedy-Romance,
7634,1977.0,The Turning Point,119.0,6.9,Herbert Ross,Arthur Laurents,Hera Productions-Major Studio Partners-Twentieth Century Fox,Drama-Romance,
7635,2004.0,Anchorman: The Legend of Ron Burgundy,94.0,7.2,Adam McKay,Will Ferrell-Adam McKay,DreamWorks-Apatow Productions-Herzog-Cowen Entertainment,Comedy,
7636,1991.0,An American Tail: Fievel Goes West,75.0,6.5,Phil Nibbelink-Simon Wells,Flint Dille-Charles Swenson-David Kirschner,Universal Pictures-Amblimation-Amblin Entertainment-DreamWorks-Pacific Data Images-Universal Cartoon Studios,Animation-Adventure-Family-Musical-Western,
7637,1975.0,The Man in the Glass Booth,117.0,7.3,Arthur Hiller,Edward Anhalt-Robert Shaw,Cinévision Ltée-The American Film Theatre-The Ely Landau Organization Inc.,Drama,
7638,2004.0,Saturday Night Live: The Best of Tom Hanks,97.0,7.1,Beth McCarthy-Miller-Paul Miller-Dave Wilson,,Lions Gate Entertainment,Comedy,
7639,2004.0,Star Wars Trilogy: Bonus Material,,,,,,,
7640,1987.0,Miss Marple: Collection 1,,,,,,,
7641,1990.0,Stella,109.0,6.1,John Erman,Olive Higgins Prouty-Robert Getchell,The Samuel Goldwyn Company-Touchstone Pictures,Drama-Romance,
7642,1940.0,Rebecca,130.0,8.1,Alfred Hitchcock,Daphne Du Maurier-Robert E. Sherwood-Joan Harrison,Selznick International Pictures,Drama-Mystery-Romance-Thriller,
7643,1987.0,Empire of the Sun,153.0,7.8,Steven Spielberg,Tom Stoppard-J.G. Ballard-Menno Meyjes,Amblin Entertainment-Warner Bros.,Drama-History-War,
7644,2002.0,Daniel Deronda,210.0,7.3,Tom Hooper,Andrew Davies-George Eliot,British Broadcasting Corporation-WGBH,Drama-History-Romance,
7645,1991.0,Little Man Tate,99.0,6.7,Jodie Foster,Scott Frank,Orion Pictures,Drama,
7646,2003.0,Overnight,82.0,7.1,Tony Montana-Mark Brian Smith,Tony Montana-Mark Brian Smith,Ether Films-Ronnoco Productions-Tony Montana Film,Documentary,
7647,1982.0,Diner,110.0,7.2,Barry Levinson,Barry Levinson,Metro-Goldwyn-Mayer-SLM Production Group,Comedy-Drama,
7648,2002.0,Gasoline,,,,Robert Beemer-Bruce Nash,Al Roker Productions-American Dad,Documentary-History,
7649,2001.0,Sister Wendy's American Collection,360.0,8.0,,,Spire Films,Documentary,
7650,1997.0,The Matchmaker,97.0,6.5,Mark Joffe,Greg Dinner-Karen Janszen-Louis Nowra,Good Film Company-Polygram Filmed Entertainment-Working Title Films,Comedy-Romance,
7651,2000.0,Isn't She Great,95.0,5.4,Andrew Bergman,Michael Korda-Paul Rudnick,British Broadcasting Corporation-Lobell/Bergman Productions-Marubeni-Mel's Cite du Cinema-Mutual Film Company-Tele München Fernseh Produktionsgesellschaft-Toho Company-Universal Pictures,Biography-Comedy-Drama-Romance,
7652,1978.0,Best of The Muppet Show: Mark Hamill / Paul Simon / Raquel Welch,,,,,,,
7653,2003.0,CKY: Infiltrate,180.0,7.3,Bam Margera,,The Post Office Editorial Films,Documentary,
7654,1896.0,Lumiere Brothers' First Films,,,,,,,
7655,1996.0,The Best Bits of Mr. Bean,,,,,,,
7656,1999.0,George Michael: Ladies & Gentlemen: The Best of George Michael,165.0,7.6,Vaughan Arnell-Anthea Benton-David Fincher,,Sony Music Entertainment,Documentary-Music,
7657,1999.0,SpongeBob SquarePants: Tide and Seek,,,,,,,
7658,2004.0,Ray: Bonus Material,,,,,Disney Channel,Short-Family,
7659,1994.0,Barcelona,101.0,7.0,Whit Stillman,Whit Stillman,Barcelona Films-Castle Rock Entertainment-Fine Line Features-Westerly Film-Westerly Films,Comedy-Drama-Romance,
7660,1925.0,Seven Chances (Silent),,,,,,,
7661,2005.0,SpongeBob SquarePants: Home Sweet Pineapple,,,,,,,
7662,1976.0,Doctor Who: The Robots of Death,,,,,,,
7663,1985.0,Ken Burns' America: Huey Long,,,,,,,
7664,2000.0,Gladiator: Extended Edition,,,,,,,
7665,2001.0,Donnie Darko: Director's Cut: Bonus Material,,,,,,,
7666,1987.0,Nayagan: Tamil,,,,,,,
7667,2004.0,Justice League: Starcrossed the Movie,68.0,7.5,Butch Lukic-Dan Riba,Rich Fogel-Rich Fogel-John Ridley,Warner Bros. Animation,Animation-Action-Adventure-Sci-Fi,
7668,2004.0,NFL Films Super Bowl Collection: Super Bowl XI-XX,,,,,,,
7669,2004.0,Desperate Housewives: Season 1,,,,,,,
7670,1974.0,Caged Heat,83.0,5.4,Jonathan Demme,Jonathan Demme,Artists Entertainment Complex-Renegade Women Company,Action-Comedy-Drama,
7671,1954.0,The Barefoot Contessa,128.0,7.1,Joseph L. Mankiewicz,Joseph L. Mankiewicz,Transoceanic Film-Figaro,Crime-Drama-Mystery-Romance,
7672,2004.0,Mind the Gap,134.0,7.1,Eric Schaeffer,Eric Schaeffer,Five Minutes Before the Miracle-Terence Michael Productions,Comedy-Drama,
7673,1988.0,School Daze,121.0,5.9,Spike Lee,Spike Lee,Columbia Pictures-40 Acres & A Mule Filmworks,Comedy-Drama-Musical,
7674,2002.0,The Junction Boys,93.0,6.5,Mike Robe,Jim Dent-Mike Robe,ESPN Original Entertainment,Drama-Sport,
7675,1995.0,Megaman: A Hero is Born,,,,,,,
7676,1992.0,Black Cat 2,90.0,5.1,Stephen Shin,James Fung-Gam-Ching Sin-Ivy Lee,D & B Films Co. Ltd.,Action-Drama-Thriller,
7677,1996.0,Danielle Steel's The Ring,180.0,7.5,Armand Mastroianni,Danielle Steel-Nancy Sackett-Carmen Culver,NBC Productions-Stillking Films-The Cramer Company,Drama-Romance,
7678,1962.0,Billy Rose's Jumbo,123.0,6.3,Charles Walters,Ben Hecht-Charles MacArthur-Sidney Sheldon,Euterpe-Arwin Productions,Comedy-Musical-Romance,
7679,1968.0,Lady in Cement,93.0,5.9,Gordon Douglas,Marvin H. Albert-Marvin H. Albert-Jack Guss,Arcola Pictures,Comedy-Crime-Drama-Mystery,
7680,1952.0,Hi-Yo Silver/ Legend of the Lone Ranger,,,,,,,
7681,2004.0,Island at War,540.0,7.7,Peter Lydon-Thaddeus O'Sullivan,Stephen Mallatratt,Granada Television,Drama-War,
7682,2003.0,Mail Order Bride,84.0,4.2,Robert Capelli Jr.-Jeffrey Wolf,Doug Bollinger-Robert Capelli Jr.-Sergey Konenkov,Baxter Films-Evolving Productions-Relativity Pictures,Comedy,
7683,1988.0,Cinema Paradiso: Director's Cut,,,,,,,
7684,1996.0,The Jamie Foxx Show: Season 1,,,,,,,
7685,2003.0,Dora the Explorer: Pirate Adventure,,,,,,,
7686,1996.0,Cannibal! The Musical,,,,,,,
7687,1992.0,Raju Ban Gaya Gentleman,152.0,6.9,Aziz Mirza,Manoj Lalwani-Manoj Lalwani-Aziz Mirza,NH Studioz,Musical-Comedy-Romance,
7688,1997.0,Cadfael: The Rose Rent,75.0,8.0,Richard Stroud,Christopher Russell-Edith Pargeter,Carlton UK Productions,Crime-Drama-Mystery,
7689,1995.0,Bruce Springsteen and the E Street Band: Blood Brothers,,,,,,,
7690,2001.0,Air Bud: Seventh Inning Fetch,,,,,,,
7691,1968.0,Romeo & Juliet,138.0,7.6,Franco Zeffirelli,William Shakespeare-Franco Brusati-Masolino D'Amico,BHE Films-Verona Produzione-Dino de Laurentiis Cinematografica,Drama-Romance,
7692,1972.0,Zatoichi in Desperation,95.0,7.1,Shintarô Katsu,Minoru Inuzuka-Kan Shimozawa,Katsu Production-Toho Company,Action-Adventure-Drama,
7693,1998.0,Six-String Samurai,91.0,6.7,Lance Mungia,Jeffrey Falcon-Lance Mungia,HSX Films-Overseas FilmGroup-Palm Pictures,Action-Adventure-Comedy-Drama-Fantasy-Music-Sci-Fi,
7694,1986.0,Witchboard,98.0,5.7,Kevin Tenney,Kevin Tenney,Paragon Arts International-Blue Rider Pictures,Horror-Mystery-Thriller,
7695,1999.0,Futurama: Vol. 2,,,,,,,
7696,1992.0,Of Mice And Men,115.0,7.5,Gary Sinise,John Steinbeck-Horton Foote,Metro-Goldwyn-Mayer,Drama,
7697,2003.0,Someday's Dreamers,23.0,7.2,,,Daiei Motion Picture Company-J.C. Staff-Pioneer LDC-Viewworks,Animation-Adventure-Drama-Fantasy,
7698,1996.0,Children of the Revolution,101.0,6.3,Peter Duncan,Peter Duncan,Australian Asset Securities Limited-Australian Film Finance Corporation-Miramar Films-Rev Kids,Comedy-Drama-Romance,
7699,2004.0,Bratz: The Video: Starrin' & Stylin',59.0,5.2,Nick Rijgersberg,Carter Bryant-Norah Lally-Meg Martin,CinéGroupe-MGA Entertainment,Animation,
7700,2000.0,Sin: The Motion Picture,,,,,,,
7701,1981.0,The Road Warrior,95.0,7.6,George Miller,Terry Hayes-George Miller-Brian Hannant,Kennedy Miller Productions,Action-Adventure-Sci-Fi-Thriller,
7702,2001.0,Planet of the Apes: Bonus Material,,,,,,,
7703,2002.0,Extreme Ops,93.0,4.5,Christian Duguay,Timothy Scott Bogart-Mark Mullin-Michael Zaidan,Paramount Pictures-MDP Worldwide-Diamant Cohen Productions-ApolloMedia Distribution-Extreme Productions-The Carousel Picture Company,Action-Adventure-Thriller,
7704,1991.0,Rambling Rose,112.0,6.7,Martha Coolidge,Calder Willingham-Calder Willingham,Carolco Pictures-Edgar J. Scherick Associates,Drama,
7705,1992.0,Final Analysis,124.0,5.8,Phil Joanou,Robert Berger-Wesley Strick-Wesley Strick,Warner Bros.-Witt/Thomas Productions-Roven-Cavallo Entertainment,Drama-Thriller,
7706,1985.0,Silverado,133.0,7.2,Lawrence Kasdan,Lawrence Kasdan-Mark Kasdan,Columbia Pictures-Delphi IV Productions-Eaves Movie Ranch,Action-Crime-Drama-Romance-Western,
7707,2000.0,Cuba Feliz,93.0,6.6,Karim Dridi,Karim Dridi-Pascal Letellier,ADR Productions-Canal+-Centre National de la Cinématographie-El Movimento Nacional de Video de Cuba,Documentary-Music,
7708,2000.0,The Yards,115.0,6.4,James Gray,James Gray-Matt Reeves,Miramax-Industry Entertainment,Crime-Drama-Romance-Thriller,
7709,1987.0,Surf Nazis Must Die,83.0,3.6,Peter George,Jon Ayre-Peter George-Jon Ayre,Troma Entertainment,Action-Comedy-Drama-Horror,
7710,2005.0,Turtles Can Fly,,,,,,,
7711,1977.0,Padre Padrone,113.0,7.4,Paolo Taviani-Vittorio Taviani,Gavino Ledda-Paolo Taviani-Vittorio Taviani,Rai 2-Cinema S.r.l,Biography-Drama,
7712,1961.0,Lover Come Back,107.0,7.2,Delbert Mann,Stanley Shapiro-Paul Henning,7 Pictures-Nob Hill Productions Inc.-Arwin Productions,Comedy-Drama-Romance,
7713,1981.0,An American Werewolf in London,97.0,7.6,John Landis,John Landis,PolyGram Filmed Entertainment-Lyncanthrope Films,Comedy-Horror,
7714,2001.0,Federal Protection,,,,,,,
7715,2004.0,Vincent Van Gogh: A Stroke of Genius,,,,,,,
7716,1995.0,Something to Talk About,106.0,5.7,Lasse Hallström,Callie Khouri,Hawn / Sylbert Movie Company-Spring Creek Productions-Warner Bros.,Comedy-Drama-Romance,
7717,1985.0,Bleak House,391.0,7.7,Ross Devenish-Susanna White,Arthur Hopcraft-Charles Dickens,British Broadcasting Corporation,Drama-Crime,
7718,1995.0,Rumble in the Bronx,104.0,6.8,Stanley Tong,Edward Tang-Fibe Ma,Golden Harvest Company-Golden Way Films Ltd.-Maple Ridge Films-Paragon Films Ltd.-Toho-Towa,Action-Comedy-Crime-Thriller,
7719,1997.0,Changing Habits,95.0,5.8,Lynn Roth,Scott Davis Jones,Initial Entertainment Group (IEG)-James Dodson Productions-Teagarden Pictures Inc.,Comedy-Drama-Romance,
7720,1999.0,Moonlight Whispers,100.0,7.1,Akihiko Shiota,Masahiko Kikuni-Yôichi Nishiyama-Akihiko Shiota,Nikkatsu,Drama-Romance,
7721,2002.0,The Jury,300.0,7.8,,Peter Morgan,Granada Television-ITV Studios,Drama,
7722,1999.0,Power Stone: Vol. 1: Mystery of the Stones,,,,,,,
7723,1989.0,Baby Cakes,100.0,6.8,Paul Schneider,Percy Adlon-Joyce Eliason,Konigsberg/Sanitsky Company-The Königsberg Company,Comedy-Drama-Romance,
7724,2003.0,Love Hina: Spring Movie,,,,,,,
7725,1984.0,Hong Kong 1941,100.0,6.8,Po-Chih Leong,Koon-Chung Chan,D & B Productions-Bo Ho Film Company Ltd.,Action-War,
7726,2000.0,Brady Bunch Home Movies,,,,,,,
7727,1988.0,Dragon Family,91.0,6.4,Chia Yung Liu,Shu-Kai Chan-Chia Yung Liu-Jing Wong,Movie Impact,Action-Crime,
7728,2000.0,Panic,88.0,6.7,Henry Bromell,Henry Bromell,Artisan Entertainment-Mad Chance-The Vault-Tin Toy Productions LLC,Comedy-Crime-Drama,
7729,1988.0,Inspector Wears Skirts,91.0,6.0,Wellson Chin,Kam Fu Cheng,Golden Harvest Company-Golden Way Films Ltd.-Paragon Films Ltd.,Action-Comedy,
7730,1988.0,The New Adventures of Pippi Longstocking,100.0,5.9,Ken Annakin,Astrid Lindgren-Ken Annakin,Columbia Pictures-Longstocking Productions-Svensk Filmindustri,Adventure-Family-Fantasy-Musical,
7731,1980.0,Don't Answer the Phone,94.0,4.9,Robert Hammer,Robert Hammer-Michael D. Castle-Michael Curtis,Scorpion Releasing,Horror-Mystery-Thriller,
7732,1999.0,Made Men,91.0,6.0,Louis Morneau,Robert Franke-Alfred Gough-Miles Millar,Decade Pictures-Made Men Productions Inc.,Action-Comedy-Thriller,
7733,2000.0,Barney's Super Singing Circus,50.0,5.7,Fred Holmes,Stephen White-Sheryl Leach-Kathy Parker,Lyons Partnership L.P.-Lyrick Studios Video,Family,
7734,2003.0,George Harrison: The Quiet One,,,,,,,
7735,1997.0,Rurouni Kenshin,90.0,7.6,Tsuji Hajiki,Nobuhiro Watsuki-Yukiyoshi Ôhashi,Anime Spot-Fuji Television Network-Group TAC (I)-Life Work-SPE Visual Works-Seyama Editing Room-Shima Studio-Studio Gallop-Studio Pinewood-Yumeta Company,Animation-Action-Drama-Fantasy-History-Romance,
7736,1964.0,The Train,133.0,7.9,John Frankenheimer-Arthur Penn,Franklin Coen-Frank Davis-Franklin Coen,Les Films Ariane-Les Productions Artistes Associés-Dear Film Produzione,Thriller-War,
7737,2005.0,Saved by the Bell: Season 5,,,,,,,
7738,1966.0,Is Paris Burning?,175.0,7.0,René Clément,Larry Collins-Dominique Lapierre-Gore Vidal,Marianne Productions-Transcontinental Films,Drama-History-War,
7739,1999.0,The Astronaut's Wife,109.0,5.3,Rand Ravich,Rand Ravich,New Line Cinema-Mad Chance,Drama-Sci-Fi-Thriller,
7740,1980.0,Super Fuzz,97.0,6.4,Sergio Corbucci,Sergio Corbucci-Sabatino Ciuffini,El Pico S.A.-TVI-Transcinema,Action-Comedy-Fantasy-Sci-Fi,
7741,1943.0,Sherlock Holmes in Washington,71.0,7.0,Roy William Neill,Bertram Millhauser-Lynn Riggs-Bertram Millhauser,Universal Pictures,Film-Noir-Mystery-Thriller-War,
7742,2003.0,Six Feet Under: Season 3,,,,,,,
7743,2000.0,Ultimate Weapon,,,Pamela Hogan,Peter Galison,Superbomb Documentary Production Company,,
7744,2002.0,SpongeBob SquarePants: Sea Stories,,,,,,,
7745,1995.0,Apollo 13,140.0,7.6,Ron Howard,Jim Lovell-Jeffrey Kluger-William Broyles Jr.,Universal Pictures-Imagine Entertainment,Adventure-Drama-History,
7746,2002.0,Go for Broke,94.0,5.3,Jean-Claude La Marre,Jean-Claude La Marre,Warning Films Inc.,Comedy,
7747,2002.0,Korn: Deuce,150.0,8.1,Nathan 'Karma' Cox-Todd McFarlane,,Sony Music Entertainment,Documentary-Music,
7748,1989.0,Meet the Feebles,97.0,6.7,Peter Jackson,Fran Walsh-Stephen Sinclair-Danny Mulheron,WingNut Films,Comedy-Music-Musical,
7749,2005.0,Curb Your Enthusiasm: Season 4,,,,,,,
7750,1983.0,Koyaanisqatsi: Life Out of Balance,,,,,,,
7751,1985.0,Anne of Green Gables,199.0,8.4,Kevin Sullivan,Lucy Maud Montgomery-Kevin Sullivan-Joe Wiesenfeld,Anne of Green Gables Productions-Sullivan Entertainment-TV-60 Filmproduktion-WonderWorks,Drama-Family,
7752,1999.0,Dish Dogs,,,,,,Documentary,
7753,1983.0,All Creatures Great and Small: The Specials,90.0,8.2,Terence Dudley,James Herriot-Brian Finch,British Broadcasting Corporation-Australian Broadcasting Corporation (ABC),Comedy-Drama,
7754,2002.0,Bleacher Bums,,,,,,,
7755,2003.0,Touching the Void,106.0,8.0,Kevin Macdonald,Joe Simpson,FilmFour-UK Film Council-Darlow Smithson Productions-Channel 4 Television Corporation-Public Broadcasting Service (PBS)-UK Film Council's New Cinema Fund,Documentary-Adventure-Drama-Sport,
7756,1979.0,...And Justice for All,119.0,7.4,Norman Jewison,Valerie Curtin-Barry Levinson,Columbia Pictures,Crime-Drama-Thriller,
7757,1999.0,Go,102.0,7.3,Doug Liman,John August,Columbia Pictures-Banner Entertainment-Saratoga Entertainment,Comedy-Crime,
7758,1995.0,Theodore Rex,92.0,2.5,Jonathan R. Betuel,Jonathan R. Betuel,J&M Entertainment-New Line Cinema-Shooting Star Entertainment,Action-Comedy-Family-Sci-Fi,
7759,2004.0,Sister Princess,24.0,7.5,,Rumiko Takahashi,Shogakukan,Animation-Action-Adventure-Comedy-Drama-Fantasy-Romance,
7760,2002.0,The Stickup,97.0,6.5,Rowdy Herrington,Rowdy Herrington,Promark Entertainment Group-Stick Up Productions-Videal GmbH,Action-Crime-Mystery-Romance-Thriller,
7761,1992.0,The Return of Spinal Tap,58.0,6.3,Jim Di Bergi,Michael McKean-Harry Shearer-Christopher Guest,,Comedy-Music,
7762,1996.0,Down Periscope,92.0,6.1,David S. Ward,Hugh Wilson-Andrew Kurtzman-Eliot Wald,Twentieth Century Fox,Comedy,
7763,1979.0,La Cage aux Folles,,,Patterson Denny,,WTTW National Productions,Talk-Show,
7764,1996.0,Evil Ed,,,,,,,
7765,2000.0,Saturday Night Live: The Best of Steve Martin,,,,,,,
7766,2002.0,Endangered Species,94.0,4.2,Kevin Tenney,Kevin Tenney,Drotcroft Limited-Lietuvos Kinostudija-Lithuanian Film Studio-MBP-Weintraub/Kuhn Productions,Horror-Sci-Fi-Thriller,
7767,2000.0,O Brother,107.0,7.8,Joel Coen-Ethan Coen,Homer-Ethan Coen-Joel Coen,Touchstone Pictures-Universal Pictures-StudioCanal-Working Title Films-Mike Zoss Productions,Adventure-Comedy-Crime-Music,
7768,2003.0,The Berenstain Bears: Adventure & Fun for Everyone,,,,,,,
7769,1994.0,Little Buddha,,,,,,,
7770,1988.0,Piece of Cake,312.0,8.3,Ian Toynton,Leon Griffiths-Derek Robinson,London Weekend Television-Holmes Associates,Drama-War,
7771,1986.0,The Best of Times,104.0,6.0,Roger Spottiswoode,Ron Shelton,Cinema Group Ventures-Kings Road Entertainment,Comedy-Drama-Sport,
7772,1975.0,Master of the Flying Guillotine,,,,,,,
7773,1989.0,Henry V,137.0,7.6,Kenneth Branagh,William Shakespeare-Kenneth Branagh,Renaissance Films-British Broadcasting Corporation (BBC)-Curzon Film Distributors,Action-Biography-Drama-History-Romance-War,
7774,1974.0,The Phantom of Liberty,104.0,8.0,Luis Buñuel,Luis Buñuel-Jean-Claude Carrière,Greenwich Film Productions,Comedy,
7775,1984.0,And the Ship Sails On,,,,,,Talk-Show,
7776,1998.0,The Brandon Teena Story,89.0,7.3,Susan Muska-Gréta Olafsdóttir,,Bless Bless Productions,Documentary-Biography,
7777,1997.0,River Made to Drown In,98.0,5.4,James Merendino-Alan Smithee,Paul Marius,Island Park Films Inc.,Drama,
7778,1999.0,Speaking in Strings: Nadja Salerno-Sonnenberg,,,,,,,
7779,1988.0,Willow,126.0,7.3,Ron Howard,George Lucas-Bob Dolman,Metro-Goldwyn-Mayer (MGM)-Lucasfilm-Imagine Entertainment,Action-Adventure-Drama-Fantasy-Romance,
7780,2004.0,Friends: The Series Finale,,,,,,,
7781,2002.0,Touching Wild Horses,91.0,6.7,Eleanore Lindo,Murray McRae,Animal Tales Productions Inc.-ApolloMedia Distribution-Chesler/Perlmutter Productions-Grosvenor Park Productions,Drama,
7782,2002.0,Demonlover,129.0,5.9,Olivier Assayas,Olivier Assayas,Citizen Films-Cofimage-Elizabeth Films-Forensic Films-Group Dataciné-La Sofica Gimages 2-M6 Films-Procirep-TPS Cinéma,Thriller-Drama-Mystery,
